Region,city,facility_ID,Facilitylicensingtypearname,Facilityclassificationtypearname,Floorscount,RegularRoomsCount,Regularsuitescount,DeluxeSuitesCount,ParkingsCount
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,2,فندق,خمسة نجوم,7,342,82,14,330
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,3,فندق,أربعة نجوم,14,243,15,2,231
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,8,وحدات سكنية مفروشة,درجة رابعة,2,2,6,4,12
0x2B9EF58D376B99838B5C594123836DEB,0xD8E888F252F39FA549A0CBC4E5D3621F,9,وحدات سكنية مفروشة,درجة رابعة,3,6,14,2,22
0x2B9EF58D376B99838B5C594123836DEB,0x6AA8856581A7435F8AD3C8844BCF6C66,10,وحدات سكنية مفروشة,درجة ثانية,4,0,9,3,15
0xB589F43B919254846B7098154FA77DA6,0x5C8AF99C3C711E4E7AB3202BC242CF6C,11,وحدات سكنية مفروشة,درجة ثالثة,3,12,6,1,20
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,14,فندق,ثلاثة نجوم,10,214,0,0,24
0xFF0D21557DC36EEF691F12D93326C1BF,0x68F56387F887D1F23BFFED0EB237D652,15,وحدات سكنية مفروشة,درجة ثانية,1,22,40,23,130
0x2B9EF58D376B99838B5C594123836DEB,0x667C0CE57042E017A3A04D418197E210,17,وحدات سكنية مفروشة,درجة رابعة,3,6,12,0,20
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,19,فندق,خمسة نجوم,20,164,152,7,105
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,20,فندق,خمسة نجوم,10,485,14,7,85
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,21,وحدات سكنية مفروشة,درجة ثالثة,6,8,12,9,30
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,23,وحدات سكنية مفروشة,درجة ثالثة,2,11,12,1,17
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,24,وحدات سكنية مفروشة,درجة ثالثة,3,4,21,0,50
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,27,فندق,خمسة نجوم,11,122,5,22,149
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,28,فندق,أربعة نجوم,21,209,57,50,500
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,29,فندق,أربعة نجوم,7,60,30,35,52
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,32,وحدات سكنية مفروشة,درجة رابعة,3,12,14,0,20
0xFF0D21557DC36EEF691F12D93326C1BF,0x2AE047C73FF99D0438AE43542FBAD292,35,وحدات سكنية مفروشة,درجة ثالثة,2,12,6,5,25
0xB74576283864356637DF64230F3987C8,0x8A2F7DE01774598D2C99D632D1D20D15,38,فندق,نجمتان,4,32,8,0,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,40,وحدات سكنية مفروشة,درجة ثانية,4,8,6,6,1
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,41,وحدات سكنية مفروشة,درجة ثانية,4,16,6,4,1
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,43,فندق,نجمة واحدة,20,0,298,0,0
0xF49CCC680A29B6B3C19B1F6A05E16157,0xC5EC0ABA027333174969461D717E6479,47,وحدات سكنية مفروشة,درجة ثانية,3,12,32,8,40
0x685E31AF317A2CD0F6114C6C926FCDF7,0xE4900FFC13DED9AEA1E392FCCCC4B5FC,49,فندق,نجمتان,3,24,13,1,1
0xB589F43B919254846B7098154FA77DA6,0x5C15501714795C9F34FAD3D350C2830C,50,وحدات سكنية مفروشة,درجة رابعة,4,9,3,6,20
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,52,فندق,أربعة نجوم,10,25,35,11,44
0xB74576283864356637DF64230F3987C8,0x938141BAB45ECE02F670CFAEB1FE4B31,53,وحدات سكنية مفروشة,درجة ثالثة,4,16,5,1,25
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,57,فندق,خمسة نجوم,12,191,40,18,63
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,58,وحدات سكنية مفروشة,درجة رابعة,6,14,20,20,45
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,59,وحدات سكنية مفروشة,درجة ثالثة,5,12,20,10,45
0xB74576283864356637DF64230F3987C8,0xC0BF069ECDB89B6E9885D78CF2394E54,60,وحدات سكنية مفروشة,درجة رابعة,4,4,16,0,18
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,61,فندق,ثلاثة نجوم,5,44,3,2,27
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,65,وحدات سكنية مفروشة,درجة رابعة,6,6,26,8,24
0xAC74FF4D4970594073FA53FADA19CB1C,0x6D047DFCA03C302297E138D627E1990B,66,وحدات سكنية مفروشة,درجة ثانية,5,10,5,0,25
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,69,وحدات سكنية مفروشة,درجة ثالثة,3,4,28,0,39
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,71,وحدات سكنية مفروشة,درجة رابعة,3,0,13,0,15
0x50AF8B3517DD18265275800816D863F9,0x3AB7FAFD4F22EF947C8D126A7BB1594B,72,وحدات سكنية مفروشة,درجة ثانية,4,97,2,2,51
0xF49CCC680A29B6B3C19B1F6A05E16157,0x86BF6918BC4776F26A26022D1C4A5C14,73,وحدات سكنية مفروشة,درجة رابعة,3,20,0,0,4
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,75,فندق,خمسة نجوم,8,120,32,3,160
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,78,وحدات سكنية مفروشة,درجة ثانية,4,19,0,0,16
0x803149F1E368CB2182E737150D71BA0D,0xECD967942BB6EE01F48A8EF10F6DD3F7,80,وحدات سكنية مفروشة,درجة ثالثة,3,3,7,2,12
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,82,فندق,أربعة نجوم,9,248,24,14,220
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,85,وحدات سكنية مفروشة,درجة ثانية,4,6,8,4,17
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,87,وحدات سكنية مفروشة,درجة ثانية,3,6,4,3,15
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,89,وحدات سكنية مفروشة,درجة ثانية,4,18,12,2,1
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7EB367F07E94595A2495E097C1E8A433,91,فندق,ثلاثة نجوم,2,36,11,1,35
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,92,فندق,ثلاثة نجوم,5,82,43,35,40
0xF49CCC680A29B6B3C19B1F6A05E16157,0xC5EC0ABA027333174969461D717E6479,94,وحدات سكنية مفروشة,درجة ثانية,3,12,39,1,30
0xB589F43B919254846B7098154FA77DA6,0x5C8AF99C3C711E4E7AB3202BC242CF6C,96,وحدات سكنية مفروشة,درجة ثانية,4,14,16,4,36
0x94F0C94E071AAA9D670BB26FB7DB0F99,0x38E37DA66F10C5011452E4B120DDB847,97,وحدات سكنية مفروشة,درجة رابعة,4,21,22,0,15
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,99,وحدات سكنية مفروشة,درجة ثالثة,4,7,4,6,20
0x2B9EF58D376B99838B5C594123836DEB,0xABDE66F64F93EA3191FA93BF8B47EAA4,100,وحدات سكنية مفروشة,درجة رابعة,3,12,12,0,8
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,105,فندق,ثلاثة نجوم,11,18,34,8,120
0xB589F43B919254846B7098154FA77DA6,0x25C55EE1A972757C28BFF12467D109B2,106,وحدات سكنية مفروشة,درجة رابعة,2,16,8,0,10
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,107,فندق,ثلاثة نجوم,10,216,100,0,40
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,108,فندق,أربعة نجوم,24,249,19,0,63
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,111,وحدات سكنية مفروشة,درجة ثانية,6,24,11,18,35
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,112,فندق,ثلاثة نجوم,4,0,35,0,36
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,118,وحدات سكنية مفروشة,درجة ثالثة,4,12,12,0,9
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,119,وحدات سكنية مفروشة,درجة رابعة,4,11,10,1,2
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,123,فندق,نجمة واحدة,23,0,274,0,0
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,127,وحدات سكنية مفروشة,درجة رابعة,6,62,10,0,7
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,128,فندق,ثلاثة نجوم,5,126,6,3,110
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,129,وحدات سكنية مفروشة,درجة رابعة,3,30,4,4,40
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,130,وحدات سكنية مفروشة,درجة رابعة,4,35,3,3,40
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,131,وحدات سكنية مفروشة,درجة ثالثة,5,55,2,2,52
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,132,وحدات سكنية مفروشة,درجة ثانية,5,22,8,0,35
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,133,وحدات سكنية مفروشة,درجة رابعة,3,0,25,0,26
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,137,وحدات سكنية مفروشة,درجة ثالثة,3,3,12,3,18
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,140,وحدات سكنية مفروشة,درجة رابعة,2,4,6,4,20
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,143,وحدات سكنية مفروشة,درجة ثالثة,4,10,10,8,30
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,145,وحدات سكنية مفروشة,درجة ثالثة,3,5,10,2,20
0xF49CCC680A29B6B3C19B1F6A05E16157,0x86BF6918BC4776F26A26022D1C4A5C14,146,وحدات سكنية مفروشة,درجة رابعة,2,33,0,2,25
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,147,فندق,خمسة نجوم,7,116,9,8,200
0x9351116F8E9D50190BB897B2EF710D5B,0xFB27D8724BA159ABE9BB06729DFBD43E,148,وحدات سكنية مفروشة,درجة ثالثة,3,4,10,5,25
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,149,وحدات سكنية مفروشة,درجة ثالثة,4,6,12,6,25
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,150,وحدات سكنية مفروشة,درجة ثالثة,2,0,35,0,60
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,154,فندق,خمسة نجوم,14,444,48,2,300
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,156,فندق,نجمة واحدة,6,45,6,1,5
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,158,وحدات سكنية مفروشة,درجة ثالثة,3,7,7,1,14
0x2B9EF58D376B99838B5C594123836DEB,0x2DD4EDAFCE7EA517E0C579521C0BFA87,159,وحدات سكنية مفروشة,درجة رابعة,4,11,11,10,25
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,160,وحدات سكنية مفروشة,درجة ثالثة,4,20,8,1,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,161,وحدات سكنية مفروشة,درجة رابعة,4,5,5,3,13
0x9351116F8E9D50190BB897B2EF710D5B,0xA2A253D8746D8204BE0FCC7CB5F3288D,162,فندق,نجمة واحدة,4,34,6,9,30
0x9351116F8E9D50190BB897B2EF710D5B,0xA2A253D8746D8204BE0FCC7CB5F3288D,163,وحدات سكنية مفروشة,درجة رابعة,3,1,24,0,25
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,164,وحدات سكنية مفروشة,درجة رابعة,3,0,30,0,30
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,166,وحدات سكنية مفروشة,درجة ثانية,5,2,26,4,16
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,167,فندق,نجمة واحدة,5,20,8,2,28
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,173,وحدات سكنية مفروشة,درجة رابعة,2,8,9,0,8
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,175,وحدات سكنية مفروشة,درجة ثانية,4,5,14,2,11
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,176,فندق,نجمتان,20,152,0,0,20
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,177,فندق,نجمة واحدة,5,54,17,0,8
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,178,فندق,ثلاثة نجوم,6,122,18,16,167
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,180,وحدات سكنية مفروشة,درجة ثانية,4,29,4,1,28
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,181,وحدات سكنية مفروشة,درجة رابعة,3,5,6,1,12
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,182,وحدات سكنية مفروشة,درجة ثالثة,3,0,30,0,34
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,183,وحدات سكنية مفروشة,درجة رابعة,4,0,23,0,20
0x685E31AF317A2CD0F6114C6C926FCDF7,0x8A4DDC82E0FE2F77E909FFBE4DE5BF97,184,وحدات سكنية مفروشة,درجة رابعة,3,15,10,3,1
0x94F0C94E071AAA9D670BB26FB7DB0F99,0x38E37DA66F10C5011452E4B120DDB847,187,وحدات سكنية مفروشة,درجة رابعة,3,8,16,1,16
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,188,فندق,ثلاثة نجوم,14,162,8,13,40
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,193,وحدات سكنية مفروشة,درجة رابعة,4,33,0,0,33
0x9351116F8E9D50190BB897B2EF710D5B,0xA2A253D8746D8204BE0FCC7CB5F3288D,195,وحدات سكنية مفروشة,درجة رابعة,3,6,9,0,15
0xB589F43B919254846B7098154FA77DA6,0x5C8AF99C3C711E4E7AB3202BC242CF6C,196,وحدات سكنية مفروشة,درجة ثالثة,3,18,0,12,30
0xB589F43B919254846B7098154FA77DA6,0x5C8AF99C3C711E4E7AB3202BC242CF6C,197,وحدات سكنية مفروشة,درجة ثالثة,3,45,12,3,60
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE5893B83267D10D624CD6DB448419846,198,فندق,أربعة نجوم,5,286,8,0,30
0xB74576283864356637DF64230F3987C8,0x938141BAB45ECE02F670CFAEB1FE4B31,199,وحدات سكنية مفروشة,درجة ثالثة,4,13,5,1,25
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,201,وحدات سكنية مفروشة,درجة ثالثة,2,15,20,3,50
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,203,وحدات سكنية مفروشة,درجة رابعة,4,7,40,0,29
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,211,وحدات سكنية مفروشة,درجة رابعة,4,14,9,1,25
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,212,وحدات سكنية مفروشة,درجة ثانية,10,26,13,0,39
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,213,وحدات سكنية مفروشة,درجة ثانية,8,7,38,7,62
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,214,وحدات سكنية مفروشة,درجة رابعة,3,7,13,4,10
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,215,فندق,خمسة نجوم,5,263,17,20,400
0x50AF8B3517DD18265275800816D863F9,0x3AB7FAFD4F22EF947C8D126A7BB1594B,216,وحدات سكنية مفروشة,درجة ثالثة,4,10,35,5,35
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3B54F409C4641E08DC42F503C966AD20,217,وحدات سكنية مفروشة,درجة رابعة,3,21,18,2,16
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,218,وحدات سكنية مفروشة,درجة رابعة,3,34,10,0,44
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,219,وحدات سكنية مفروشة,درجة ثالثة,6,40,12,10,25
0x685E31AF317A2CD0F6114C6C926FCDF7,0xD554F6CFB63005465F263F4F2056BA20,220,وحدات سكنية مفروشة,درجة رابعة,2,12,8,2,0
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,224,وحدات سكنية مفروشة,درجة رابعة,3,11,15,5,20
0x94F0C94E071AAA9D670BB26FB7DB0F99,0x3BBB34F9F5A3B6FBAE075622B483B24F,225,وحدات سكنية مفروشة,درجة رابعة,3,8,12,0,1
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,227,وحدات سكنية مفروشة,درجة ثالثة,3,12,12,12,20
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,235,فندق,نجمة واحدة,7,69,0,0,12
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,242,فندق,أربعة نجوم,10,36,18,18,46
0xF49CCC680A29B6B3C19B1F6A05E16157,0x900AC8AD5515AD4D7C54D714CAF5DC01,243,فندق,ثلاثة نجوم,8,90,5,2,70
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,244,وحدات سكنية مفروشة,درجة ثالثة,3,3,12,3,15
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,245,فندق,أربعة نجوم,10,294,2,0,30
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,252,فندق,خمسة نجوم,2,138,4,8,200
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,260,فندق,ثلاثة نجوم,3,25,16,9,46
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,261,فندق,أربعة نجوم,9,84,68,8,60
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,264,فندق,خمسة نجوم,3,127,4,11,300
0x3902A9082755502A7C94656FA29CD204,0x4B0BBC30F53129966476FB4CFB725DE8,272,فندق,نجمة واحدة,3,20,20,6,50
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,273,فندق,نجمتان,10,140,10,0,14
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,275,وحدات سكنية مفروشة,درجة ثالثة,4,19,32,0,71
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,276,فندق,أربعة نجوم,4,175,47,1,49
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,278,وحدات سكنية مفروشة,درجة ثالثة,4,21,6,0,15
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3B54F409C4641E08DC42F503C966AD20,280,وحدات سكنية مفروشة,درجة رابعة,4,33,0,0,10
0x9351116F8E9D50190BB897B2EF710D5B,0xA2A253D8746D8204BE0FCC7CB5F3288D,281,وحدات سكنية مفروشة,درجة رابعة,5,15,4,4,10
0xF49CCC680A29B6B3C19B1F6A05E16157,0x900AC8AD5515AD4D7C54D714CAF5DC01,295,وحدات سكنية مفروشة,درجة رابعة,8,9,15,8,32
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,296,وحدات سكنية مفروشة,درجة ثالثة,6,3,45,0,45
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,300,وحدات سكنية مفروشة,درجة ثالثة,2,12,12,2,30
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,307,وحدات سكنية مفروشة,درجة ثالثة,6,10,5,10,13
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,309,وحدات سكنية مفروشة,درجة ثالثة,3,0,24,0,28
0x94F0C94E071AAA9D670BB26FB7DB0F99,0x3BBB34F9F5A3B6FBAE075622B483B24F,310,وحدات سكنية مفروشة,درجة رابعة,3,10,10,0,10
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,311,فندق,نجمة واحدة,10,150,0,1,16
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,312,وحدات سكنية مفروشة,درجة ثالثة,4,5,12,1,10
0x2B9EF58D376B99838B5C594123836DEB,0x667C0CE57042E017A3A04D418197E210,313,وحدات سكنية مفروشة,درجة ثالثة,3,11,25,6,25
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,315,وحدات سكنية مفروشة,درجة رابعة,4,0,28,3,31
0xF49CCC680A29B6B3C19B1F6A05E16157,0xB47EC74C1A46911FBEBF491AE205FB60,316,فندق,ثلاثة نجوم,4,49,27,14,90
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,318,وحدات سكنية مفروشة,درجة ثالثة,3,24,24,16,32
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,319,وحدات سكنية مفروشة,درجة رابعة,1,0,15,0,30
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,320,وحدات سكنية مفروشة,درجة ثانية,8,14,53,0,48
0xB74576283864356637DF64230F3987C8,0x938141BAB45ECE02F670CFAEB1FE4B31,321,وحدات سكنية مفروشة,درجة ثانية,2,4,38,0,46
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,322,وحدات سكنية مفروشة,درجة رابعة,3,2,15,0,17
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,323,وحدات سكنية مفروشة,درجة ثانية,3,4,22,1,16
0xF05A01614FFEA96C2D5844A0171AC09D,0xB2656FEEC39B226FF93F6B68F3D2604F,324,فندق,نجمة واحدة,2,35,0,0,15
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,325,وحدات سكنية مفروشة,درجة ثانية,3,10,9,0,18
0xF49CCC680A29B6B3C19B1F6A05E16157,0x735350FB09E490D9C52B88C8A0896878,326,وحدات سكنية مفروشة,درجة رابعة,2,3,4,0,0
0xF49CCC680A29B6B3C19B1F6A05E16157,0x938E11DD697CA7E3D678DBC44D852CBE,327,وحدات سكنية مفروشة,درجة ثالثة,5,0,13,0,1
0x9351116F8E9D50190BB897B2EF710D5B,0xFB27D8724BA159ABE9BB06729DFBD43E,328,وحدات سكنية مفروشة,درجة ثالثة,3,24,13,3,15
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,329,وحدات سكنية مفروشة,درجة ثالثة,4,4,8,2,4
0xAC74FF4D4970594073FA53FADA19CB1C,0xBA60F2CE8CA839DAA980136199D8E395,330,وحدات سكنية مفروشة,درجة ثانية,5,4,9,14,27
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,331,وحدات سكنية مفروشة,درجة رابعة,5,21,16,3,14
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,332,وحدات سكنية مفروشة,درجة رابعة,4,0,12,0,15
0x2B9EF58D376B99838B5C594123836DEB,0x57AE3038A60A3742570BDEE3AE6B1FA4,333,وحدات سكنية مفروشة,درجة ثالثة,3,4,13,1,30
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,336,وحدات سكنية مفروشة,درجة ثانية,4,27,9,1,36
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,337,وحدات سكنية مفروشة,درجة ثالثة,3,8,27,0,40
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,338,وحدات سكنية مفروشة,درجة ثالثة,3,22,13,4,40
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,339,وحدات سكنية مفروشة,درجة ثانية,7,33,23,1,0
0x3902A9082755502A7C94656FA29CD204,0x4B0BBC30F53129966476FB4CFB725DE8,340,فندق,نجمتان,4,16,8,0,20
0x3902A9082755502A7C94656FA29CD204,0x4B0BBC30F53129966476FB4CFB725DE8,341,وحدات سكنية مفروشة,درجة ثانية,5,17,18,3,35
0xAC74FF4D4970594073FA53FADA19CB1C,0x6D047DFCA03C302297E138D627E1990B,342,وحدات سكنية مفروشة,درجة ثالثة,3,6,5,0,25
