Region,city,facility_ID,Facilitylicensingtypearname,Facilityclassificationtypearname,Floorscount,RegularRoomsCount,Regularsuitescount,DeluxeSuitesCount,ParkingsCount
0x2B9EF58D376B99838B5C594123836DEB,0xA2547FC4E8B1ACAF960EA410AC02B9DF,1317,وحدات سكنية مفروشة,درجة ثالثة,3,22,25,10,10
0x2B9EF58D376B99838B5C594123836DEB,0x667C0CE57042E017A3A04D418197E210,1318,وحدات سكنية مفروشة,درجة رابعة,4,0,18,1,18
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1319,وحدات سكنية مفروشة,درجة رابعة,4,2,30,15,45
0x2B9EF58D376B99838B5C594123836DEB,0x2DD4EDAFCE7EA517E0C579521C0BFA87,1320,وحدات سكنية مفروشة,درجة رابعة,4,14,16,0,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1322,وحدات سكنية مفروشة,درجة رابعة,3,16,4,0,13
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1323,وحدات سكنية مفروشة,درجة رابعة,3,15,11,1,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1324,وحدات سكنية مفروشة,درجة رابعة,3,0,40,0,40
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1325,وحدات سكنية مفروشة,درجة ثانية,4,18,24,13,42
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1326,وحدات سكنية مفروشة,درجة رابعة,4,24,24,7,28
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,1327,فندق,خمسة نجوم,30,137,95,28,260
0x50AF8B3517DD18265275800816D863F9,0xF8CBC7F18C796CC8DE704D72760700A4,1328,وحدات سكنية مفروشة,درجة ثالثة,3,1,12,2,20
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,1329,وحدات سكنية مفروشة,درجة ثالثة,4,7,20,0,24
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,1330,وحدات سكنية مفروشة,درجة رابعة,4,0,32,0,50
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,1331,وحدات سكنية مفروشة,درجة رابعة,4,4,36,0,60
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,1332,وحدات سكنية مفروشة,درجة رابعة,3,6,10,2,18
0xFF0D21557DC36EEF691F12D93326C1BF,0x68F56387F887D1F23BFFED0EB237D652,1333,وحدات سكنية مفروشة,درجة ثالثة,3,0,14,1,15
0xFF0D21557DC36EEF691F12D93326C1BF,0x8FAE2743F3442EE923E68A1C92DFEB66,1334,وحدات سكنية مفروشة,درجة رابعة,2,1,8,0,9
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1335,وحدات سكنية مفروشة,درجة رابعة,4,8,9,3,12
0x803149F1E368CB2182E737150D71BA0D,0xB4AE19C201C6E7CBD621C33982823265,1336,وحدات سكنية مفروشة,درجة رابعة,4,0,29,0,8
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1337,وحدات سكنية مفروشة,درجة رابعة,4,33,12,2,32
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1338,وحدات سكنية مفروشة,درجة رابعة,3,12,12,1,20
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1339,وحدات سكنية مفروشة,درجة رابعة,4,18,21,3,18
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1340,وحدات سكنية مفروشة,درجة رابعة,5,44,28,1,10
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1341,وحدات سكنية مفروشة,درجة ثالثة,4,12,6,0,12
0x803149F1E368CB2182E737150D71BA0D,0x88F16E4947EF801559AEDEA8FA07E290,1342,وحدات سكنية مفروشة,درجة رابعة,4,9,17,0,21
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1343,وحدات سكنية مفروشة,درجة رابعة,4,0,24,0,24
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1344,وحدات سكنية مفروشة,درجة ثالثة,4,5,11,0,0
0x803149F1E368CB2182E737150D71BA0D,0xAC6ABD64BFFB8ECFE77AD53379D6C25F,1345,وحدات سكنية مفروشة,درجة رابعة,5,8,12,5,1
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1346,وحدات سكنية مفروشة,درجة رابعة,4,50,50,0,25
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1347,وحدات سكنية مفروشة,درجة رابعة,4,14,14,0,0
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1348,وحدات سكنية مفروشة,درجة ثالثة,4,36,11,0,16
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,1349,فندق,ثلاثة نجوم,10,56,7,7,2
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,1350,فندق,أربعة نجوم,16,191,9,2,128
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,1351,وحدات سكنية مفروشة,درجة ثانية,3,5,5,4,14
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,1352,وحدات سكنية مفروشة,درجة ثانية,5,20,40,20,40
0xF49CCC680A29B6B3C19B1F6A05E16157,0xEF5783DD3E84526C0E3309B224099B44,1353,وحدات سكنية مفروشة,درجة رابعة,3,0,23,3,18
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3E949F40A48469D965333CEDA45F3804,1354,وحدات سكنية مفروشة,درجة ثانية,4,10,10,10,15
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3E949F40A48469D965333CEDA45F3804,1355,وحدات سكنية مفروشة,درجة ثالثة,4,8,8,8,22
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3E949F40A48469D965333CEDA45F3804,1356,وحدات سكنية مفروشة,درجة ثانية,3,21,0,0,14
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3E949F40A48469D965333CEDA45F3804,1358,وحدات سكنية مفروشة,درجة ثالثة,5,7,31,8,35
0x9351116F8E9D50190BB897B2EF710D5B,0xF9E3BCBCF3B284C5AFC273391F377605,1359,وحدات سكنية مفروشة,درجة ثالثة,4,7,6,0,10
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,1360,وحدات سكنية مفروشة,درجة رابعة,7,6,20,0,20
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,1361,وحدات سكنية مفروشة,درجة ثالثة,4,8,5,1,9
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,1362,وحدات سكنية مفروشة,درجة ثالثة,3,3,12,11,2
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,1363,وحدات سكنية مفروشة,درجة ثالثة,3,30,8,4,1
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,1365,وحدات سكنية مفروشة,درجة رابعة,3,14,12,1,15
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,1366,وحدات سكنية مفروشة,درجة ثانية,4,12,37,4,2
0xB589F43B919254846B7098154FA77DA6,0x8AD19AB6D80893D3741D6C57E66F12B2,1367,وحدات سكنية مفروشة,درجة رابعة,1,0,5,0,5
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,1368,وحدات سكنية مفروشة,درجة رابعة,4,5,38,10,40
0xB589F43B919254846B7098154FA77DA6,0xA1E007C7D598D34F14F2B421499E5A6F,1369,وحدات سكنية مفروشة,درجة رابعة,3,12,8,2,30
0x3902A9082755502A7C94656FA29CD204,0x22BE512CE352A197B96D6126B3985258,1370,فندق,ثلاثة نجوم,4,30,35,4,40
0x3902A9082755502A7C94656FA29CD204,0x4B0BBC30F53129966476FB4CFB725DE8,1371,فندق,أربعة نجوم,4,119,6,0,60
0x3902A9082755502A7C94656FA29CD204,0x22BE512CE352A197B96D6126B3985258,1372,وحدات سكنية مفروشة,درجة ثالثة,5,38,16,9,40
0x3902A9082755502A7C94656FA29CD204,0x22BE512CE352A197B96D6126B3985258,1373,وحدات سكنية مفروشة,درجة رابعة,3,11,1,1,15
0xAC74FF4D4970594073FA53FADA19CB1C,0xE6B0A66AED69802DF50CF3F11A347470,1374,وحدات سكنية مفروشة,درجة رابعة,4,4,6,2,20
0xAC74FF4D4970594073FA53FADA19CB1C,0x61DDD1E8DAA889DEF447863117C32B49,1375,وحدات سكنية مفروشة,درجة ثالثة,3,10,5,4,19
0xAC74FF4D4970594073FA53FADA19CB1C,0x312CBFA11AD2EB5A058E61C6F2379FE0,1376,وحدات سكنية مفروشة,درجة ثانية,4,0,28,4,40
0x94F0C94E071AAA9D670BB26FB7DB0F99,0x3BBB34F9F5A3B6FBAE075622B483B24F,1377,وحدات سكنية مفروشة,درجة رابعة,4,14,14,0,1
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,1378,فندق,نجمتان,10,120,20,20,25
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,1381,فندق,ثلاثة نجوم,10,516,6,2,55
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1383,فندق,خمسة نجوم,46,776,84,85,72
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1385,فندق,نجمة واحدة,6,0,0,0,25
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1386,فندق,نجمة واحدة,9,59,0,0,0
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1387,فندق,نجمة واحدة,12,27,0,2,0
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1388,فندق,نجمتان,9,163,0,0,20
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,1389,فندق,نجمة واحدة,10,90,20,0,20
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1391,فندق,خمسة نجوم,36,376,60,2,30
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1392,فندق,أربعة نجوم,8,194,7,0,8
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1393,فندق,نجمتان,11,47,8,8,2
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1394,فندق,نجمتان,6,166,20,0,40
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1395,فندق,نجمة واحدة,16,140,0,0,10
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1397,فندق,ثلاثة نجوم,17,116,0,0,0
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,1398,وحدات سكنية مفروشة,درجة رابعة,6,32,5,1,8
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1400,وحدات سكنية مفروشة,درجة رابعة,3,1,6,5,6
0xB74576283864356637DF64230F3987C8,0xE70BD57E353048F40C1FAA1C5ECC367F,1401,فندق,خمسة نجوم,7,189,6,1,224
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1402,وحدات سكنية مفروشة,درجة ثالثة,7,18,6,1,39
0xB74576283864356637DF64230F3987C8,0xC0BF069ECDB89B6E9885D78CF2394E54,1403,وحدات سكنية مفروشة,درجة ثالثة,4,16,16,0,38
0xB74576283864356637DF64230F3987C8,0x288F123A26A360C4375F5270EA1CC06A,1404,وحدات سكنية مفروشة,درجة رابعة,2,14,7,0,28
0xB74576283864356637DF64230F3987C8,0xC0BF069ECDB89B6E9885D78CF2394E54,1406,وحدات سكنية مفروشة,درجة ثالثة,3,9,9,0,20
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1407,وحدات سكنية مفروشة,درجة ثانية,6,0,38,0,41
0xB74576283864356637DF64230F3987C8,0x8A2F7DE01774598D2C99D632D1D20D15,1408,وحدات سكنية مفروشة,درجة ثالثة,4,52,2,0,1
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1409,وحدات سكنية مفروشة,درجة رابعة,4,0,8,0,14
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1410,وحدات سكنية مفروشة,درجة رابعة,3,8,11,1,20
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1411,وحدات سكنية مفروشة,درجة ثالثة,5,3,28,2,30
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1412,وحدات سكنية مفروشة,درجة ثانية,3,0,0,0,31
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1413,وحدات سكنية مفروشة,درجة ثالثة,4,52,12,8,23
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1414,وحدات سكنية مفروشة,درجة رابعة,2,1,35,0,70
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1415,وحدات سكنية مفروشة,درجة ثانية,6,11,6,10,27
0xB74576283864356637DF64230F3987C8,0xC0BF069ECDB89B6E9885D78CF2394E54,1416,وحدات سكنية مفروشة,درجة ثالثة,4,0,34,6,20
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1417,وحدات سكنية مفروشة,درجة ثانية,5,10,31,0,41
0xB74576283864356637DF64230F3987C8,0xC0BF069ECDB89B6E9885D78CF2394E54,1418,وحدات سكنية مفروشة,درجة ثانية,5,5,10,5,18
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1419,وحدات سكنية مفروشة,درجة رابعة,8,3,15,2,21
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1420,فندق,أربعة نجوم,5,111,9,2,72
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1421,وحدات سكنية مفروشة,درجة رابعة,3,2,28,5,33
0x2B9EF58D376B99838B5C594123836DEB,0x667C0CE57042E017A3A04D418197E210,1422,وحدات سكنية مفروشة,درجة رابعة,2,4,22,1,23
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1423,وحدات سكنية مفروشة,درجة ثالثة,4,50,10,3,12
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1424,وحدات سكنية مفروشة,درجة رابعة,4,5,15,2,22
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1425,وحدات سكنية مفروشة,درجة رابعة,4,13,10,2,22
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1426,وحدات سكنية مفروشة,درجة رابعة,3,10,9,1,6
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1427,وحدات سكنية مفروشة,درجة ثالثة,3,17,7,0,10
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,1428,وحدات سكنية مفروشة,درجة رابعة,4,0,20,0,25
0xFF0D21557DC36EEF691F12D93326C1BF,0x68F56387F887D1F23BFFED0EB237D652,1429,وحدات سكنية مفروشة,درجة ثالثة,4,4,17,0,25
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,1430,فندق,خمسة نجوم,14,242,30,13,400
0xF49CCC680A29B6B3C19B1F6A05E16157,0xB47EC74C1A46911FBEBF491AE205FB60,1431,فندق,أربعة نجوم,4,141,8,8,350
0xF49CCC680A29B6B3C19B1F6A05E16157,0xC5EC0ABA027333174969461D717E6479,1432,فندق,ثلاثة نجوم,4,4,14,20,24
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,1433,فندق,أربعة نجوم,4,51,30,0,62
0xF49CCC680A29B6B3C19B1F6A05E16157,0x938E11DD697CA7E3D678DBC44D852CBE,1434,وحدات سكنية مفروشة,درجة رابعة,4,14,12,4,15
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,1435,وحدات سكنية مفروشة,درجة رابعة,6,10,55,19,25
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7EB367F07E94595A2495E097C1E8A433,1436,وحدات سكنية مفروشة,درجة ثانية,3,10,33,2,30
0xF49CCC680A29B6B3C19B1F6A05E16157,0x938E11DD697CA7E3D678DBC44D852CBE,1437,وحدات سكنية مفروشة,درجة ثانية,4,0,21,3,1
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3B54F409C4641E08DC42F503C966AD20,1438,وحدات سكنية مفروشة,درجة رابعة,5,12,30,1,45
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,1439,وحدات سكنية مفروشة,درجة ثالثة,3,0,45,12,83
0x9351116F8E9D50190BB897B2EF710D5B,0xFB27D8724BA159ABE9BB06729DFBD43E,1440,وحدات سكنية مفروشة,درجة ثالثة,3,4,21,0,25
0xB589F43B919254846B7098154FA77DA6,0x5C8AF99C3C711E4E7AB3202BC242CF6C,1442,فندق,نجمتان,5,23,38,20,50
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,1443,فندق,أربعة نجوم,6,40,24,10,55
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,1444,وحدات سكنية مفروشة,درجة رابعة,4,6,18,5,3
0x3902A9082755502A7C94656FA29CD204,0x4B0BBC30F53129966476FB4CFB725DE8,1445,فندق,ثلاثة نجوم,6,0,45,0,1
0x3902A9082755502A7C94656FA29CD204,0x4B0BBC30F53129966476FB4CFB725DE8,1446,وحدات سكنية مفروشة,درجة ثانية,4,1,16,7,2
0xAC74FF4D4970594073FA53FADA19CB1C,0x081A92246F5A0C81EBFFCA40DA4FB02C,1447,وحدات سكنية مفروشة,درجة رابعة,3,10,10,0,10
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,1450,فندق,نجمة واحدة,9,50,10,0,20
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,1451,فندق,نجمة واحدة,7,112,12,8,0
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1452,فندق,أربعة نجوم,6,40,25,10,90
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1453,وحدات سكنية مفروشة,درجة ثالثة,7,22,14,8,20
0xB74576283864356637DF64230F3987C8,0x938141BAB45ECE02F670CFAEB1FE4B31,1454,وحدات سكنية مفروشة,درجة رابعة,4,0,22,0,27
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1455,وحدات سكنية مفروشة,درجة رابعة,6,18,2,5,40
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1456,وحدات سكنية مفروشة,درجة ثانية,6,0,20,6,35
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1457,وحدات سكنية مفروشة,درجة ثالثة,6,0,22,0,22
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1458,وحدات سكنية مفروشة,درجة ثانية,6,85,5,12,102
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1459,وحدات سكنية مفروشة,درجة رابعة,4,25,2,2,35
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1460,وحدات سكنية مفروشة,درجة رابعة,6,14,18,4,30
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1461,وحدات سكنية مفروشة,درجة رابعة,5,25,4,4,35
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1462,وحدات سكنية مفروشة,درجة ثالثة,4,5,10,12,84
0xB74576283864356637DF64230F3987C8,0xF20DD75EAEAFBA87A80A9E9142C41C4D,1464,وحدات سكنية مفروشة,درجة ثانية,4,6,12,9,32
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,1465,وحدات سكنية مفروشة,درجة رابعة,8,14,52,1,38
0xB74576283864356637DF64230F3987C8,0x938141BAB45ECE02F670CFAEB1FE4B31,1466,وحدات سكنية مفروشة,درجة رابعة,5,2,12,2,22
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1467,فندق,خمسة نجوم,6,213,39,22,1600
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1468,فندق,خمسة نجوم,11,131,186,9,105
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1469,فندق,أربعة نجوم,8,109,29,1,100
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1470,فندق,أربعة نجوم,12,15,16,4,50
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1471,وحدات سكنية مفروشة,درجة رابعة,5,30,40,0,35
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1472,وحدات سكنية مفروشة,درجة رابعة,3,4,9,12,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1474,وحدات سكنية مفروشة,درجة ثالثة,4,10,10,0,17
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1475,وحدات سكنية مفروشة,درجة رابعة,3,10,8,7,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1476,وحدات سكنية مفروشة,درجة رابعة,2,0,13,0,8
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1477,وحدات سكنية مفروشة,درجة رابعة,4,8,10,2,20
0x2B9EF58D376B99838B5C594123836DEB,0x09390724FA23C6645CE714285AF5FF8A,1478,وحدات سكنية مفروشة,درجة رابعة,3,27,4,0,35
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1479,وحدات سكنية مفروشة,درجة رابعة,2,15,15,1,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1480,وحدات سكنية مفروشة,درجة ثانية,2,13,10,2,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,1481,وحدات سكنية مفروشة,درجة أولى,4,0,118,46,110
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,1482,وحدات سكنية مفروشة,درجة ثالثة,4,8,24,0,32
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,1483,وحدات سكنية مفروشة,درجة رابعة,3,33,19,0,25
0x50AF8B3517DD18265275800816D863F9,0xF9940C76B1AFEA5CB1FAD52B9287EED3,1484,وحدات سكنية مفروشة,درجة رابعة,4,3,9,3,20
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,1485,وحدات سكنية مفروشة,درجة رابعة,4,32,0,0,22
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,1486,وحدات سكنية مفروشة,درجة ثانية,7,22,24,0,30
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,1488,وحدات سكنية مفروشة,درجة ثانية,4,24,8,1,7
0xF49CCC680A29B6B3C19B1F6A05E16157,0xB47EC74C1A46911FBEBF491AE205FB60,1490,وحدات سكنية مفروشة,درجة ثالثة,4,16,52,0,25
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3E949F40A48469D965333CEDA45F3804,1491,وحدات سكنية مفروشة,درجة ثالثة,4,2,16,1,10
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3E949F40A48469D965333CEDA45F3804,1492,وحدات سكنية مفروشة,درجة ثانية,8,14,56,36,95
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3E949F40A48469D965333CEDA45F3804,1493,وحدات سكنية مفروشة,درجة ثانية,4,21,14,4,13
0xF49CCC680A29B6B3C19B1F6A05E16157,0x86BF6918BC4776F26A26022D1C4A5C14,1494,وحدات سكنية مفروشة,درجة ثالثة,3,18,0,0,15
0xF49CCC680A29B6B3C19B1F6A05E16157,0x56AD0B6379E367E68C7CD01CEDF7FF9D,1495,وحدات سكنية مفروشة,درجة ثالثة,6,21,36,15,20
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,1496,وحدات سكنية مفروشة,درجة ثالثة,3,27,16,0,44
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,1498,وحدات سكنية مفروشة,درجة ثالثة,5,26,6,0,30
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,1499,وحدات سكنية مفروشة,درجة ثانية,4,22,4,4,22
0x9351116F8E9D50190BB897B2EF710D5B,0x138C33D9F5C2545754DDC8B5AA806C51,1500,وحدات سكنية مفروشة,درجة رابعة,5,11,10,3,24
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,1501,وحدات سكنية مفروشة,درجة ثالثة,3,12,3,21,40
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,1502,وحدات سكنية مفروشة,درجة رابعة,6,0,20,0,40
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,1503,وحدات سكنية مفروشة,درجة ثالثة,3,3,15,2,23
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x98B01D39BCCBE5AFF24967BDD057A7D4,1504,وحدات سكنية مفروشة,درجة رابعة,4,0,7,0,7
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,1505,وحدات سكنية مفروشة,درجة ثالثة,4,15,30,15,30
